datetime,date,hour,ward_id,ward_name,units_observed,bins_compromised,raccoon_confidence_level,average_unit_weight_kg,incidents_of_raccoon_human_standoff,avg_standoff_duration_sec,proximity_to_a_patio,complaints_logged
"January 12, 2024","January 12, 2024",18,5,York South-Weston,0,1,1,5.66,2,15,0,1
"January 12, 2024","January 12, 2024",18,6,York Centre,2,0,1,5.55,0,0,0,0
"January 12, 2024","January 12, 2024",18,7,Humber River-Black Creek,5,2,1.1,5.53,0,0,0,0
"January 12, 2024","January 12, 2024",18,8,Eglinton-Lawrence,1,1,1.4,5.52,0,0,0,0
"January 12, 2024","January 12, 2024",18,9,Davenport,6,2,3.2,5.19,0,0,0,0
"January 12, 2024","January 12, 2024",18,10,Spadina-Fort York,4,2,2.5,5.77,0,0,1,0
"January 12, 2024","January 12, 2024",18,11,University-Rosedale,9,4,5.4,6.51,0,0,1,0
"January 12, 2024","January 12, 2024",18,12,Toronto-St. Paul's,4,0,1,5.64,0,0,0,0
"January 12, 2024","January 12, 2024",18,13,Toronto Centre,2,0,3.3,5.8,1,22,1,1
"January 12, 2024","January 12, 2024",18,14,Toronto-Danforth,2,1,1.6,5.29,1,15,1,0
"January 12, 2024","January 12, 2024",18,15,Don Valley West,3,0,1,5.2,0,0,0,0
"January 12, 2024","January 12, 2024",18,16,Don Valley East,4,0,1.5,5.45,0,0,0,0
"January 12, 2024","January 12, 2024",18,17,Don Valley North,0,0,1,5.78,0,0,0,0
"January 12, 2024","January 12, 2024",18,18,Willowdale,1,0,1,4.88,0,0,0,0
"January 12, 2024","January 12, 2024",18,19,Beaches-East York,3,1,4,4.81,0,0,1,0
"January 12, 2024","January 12, 2024",18,20,Scarborough Southwest,3,2,1,5.85,2,17,0,1
"January 12, 2024","January 12, 2024",18,21,Scarborough Centre,0,1,2.9,5.44,0,0,0,0
"January 12, 2024","January 12, 2024",18,22,Scarborough-Agincourt,0,0,1,6.12,0,0,0,0
"January 12, 2024","January 12, 2024",18,23,Scarborough North,2,1,1.1,4.63,0,0,0,1
"January 12, 2024","January 12, 2024",18,24,Scarborough-Guildwood,1,0,1,4.37,1,12,0,0
"January 12, 2024","January 12, 2024",18,25,Scarborough-Rouge Park,1,0,4.8,5.27,0,0,0,0
"January 12, 2024","January 12, 2024",19,1,Etobicoke North,0,3,3.3,5.17,0,0,0,0
"January 12, 2024","January 12, 2024",19,2,Etobicoke Centre,1,1,1,5.49,0,0,0,0
"January 12, 2024","January 12, 2024",19,3,Etobicoke-Lakeshore,5,3,4.2,5.67,0,0,0,0
"January 12, 2024","January 12, 2024",19,4,Parkdale-High Park,3,2,2.6,6.29,0,0,1,0
"January 12, 2024","January 12, 2024",19,5,York South-Weston,3,3,2.3,6.29,1,16,0,0
"January 12, 2024","January 12, 2024",19,6,York Centre,0,0,2.3,6.08,0,0,0,0
"January 12, 2024","January 12, 2024",19,7,Humber River-Black Creek,2,4,2.2,5.95,0,0,0,0
"January 12, 2024","January 12, 2024",19,8,Eglinton-Lawrence,5,0,3.9,5.21,0,0,0,0
"January 12, 2024","January 12, 2024",19,9,Davenport,4,1,3.5,6.12,0,0,0,0
"January 12, 2024","January 12, 2024",19,10,Spadina-Fort York,6,1,2.7,6.14,1,16,1,0
"January 12, 2024","January 12, 2024",19,11,University-Rosedale,2,3,1.4,6.21,1,17,1,0
"January 12, 2024","January 12, 2024",19,12,Toronto-St. Paul's,1,2,1,5.42,1,9,0,0
"January 12, 2024","January 12, 2024",19,13,Toronto Centre,0,2,1,5.47,1,13,1,0
"January 12, 2024","January 12, 2024",19,14,Toronto-Danforth,2,0,2.9,6.42,0,0,1,0
"January 12, 2024","January 12, 2024",19,15,Don Valley West,2,0,1,5.85,0,0,0,1
"January 12, 2024","January 12, 2024",19,16,Don Valley East,1,0,1,5.91,1,7,0,0
"January 12, 2024","January 12, 2024",19,17,Don Valley North,4,0,3.6,6.52,0,0,0,0
"January 12, 2024","January 12, 2024",19,18,Willowdale,4,1,1,6.66,0,0,0,0
"January 12, 2024","January 12, 2024",19,19,Beaches-East York,1,1,1,7.08,2,17,1,1
"January 12, 2024","January 12, 2024",19,20,Scarborough Southwest,0,1,1,5.87,0,0,0,1
"January 12, 2024","January 12, 2024",19,21,Scarborough Centre,0,2,4.5,5.9,0,0,0,1
"January 12, 2024","January 12, 2024",19,22,Scarborough-Agincourt,0,1,1,6.06,0,0,0,0
"January 12, 2024","January 12, 2024",19,23,Scarborough North,0,1,1,6.2,0,0,0,0
"January 12, 2024","January 12, 2024",19,24,Scarborough-Guildwood,3,0,2.9,6.33,0,0,0,0
"January 12, 2024","January 12, 2024",19,25,Scarborough-Rouge Park,5,3,2.4,4.89,1,15,0,0
"January 12, 2024","January 12, 2024",20,1,Etobicoke North,0,3,1,5.83,0,0,0,0
"January 12, 2024","January 12, 2024",20,2,Etobicoke Centre,2,2,1.3,6.1,0,0,0,1
"January 12, 2024","January 12, 2024",20,3,Etobicoke-Lakeshore,4,1,1,6.41,1,12,0,0
"January 12, 2024","January 12, 2024",20,4,Parkdale-High Park,8,1,3.1,7.65,0,0,1,0
"January 12, 2024","January 12, 2024",20,5,York South-Weston,1,1,1,5.6,0,0,0,0
"January 12, 2024","January 12, 2024",20,6,York Centre,6,0,1.5,4.96,0,0,0,0
"January 12, 2024","January 12, 2024",20,7,Humber River-Black Creek,4,0,1,5.28,1,11,0,0
"January 12, 2024","January 12, 2024",20,8,Eglinton-Lawrence,4,1,1.7,5.52,0,0,0,0
"January 12, 2024","January 12, 2024",20,9,Davenport,2,2,1,5.79,0,0,0,1
"January 12, 2024","January 12, 2024",20,10,Spadina-Fort York,2,2,3.9,6.46,0,0,1,0
"January 12, 2024","January 12, 2024",20,11,University-Rosedale,2,4,3.3,5.45,3,22,1,0
"January 12, 2024","January 12, 2024",20,12,Toronto-St. Paul's,2,1,1,4.54,0,0,0,0
"January 12, 2024","January 12, 2024",20,13,Toronto Centre,7,1,1,5.82,1,17,1,0
"January 12, 2024","January 12, 2024",20,14,Toronto-Danforth,5,2,1.2,6.3,0,0,1,0
"January 12, 2024","January 12, 2024",20,15,Don Valley West,4,1,2.3,4.85,0,0,0,0
"January 12, 2024","January 12, 2024",20,16,Don Valley East,2,1,2,4.97,0,0,0,0
"January 12, 2024","January 12, 2024",20,17,Don Valley North,3,1,2.2,5.9,0,0,0,0
"January 12, 2024","January 12, 2024",20,18,Willowdale,3,0,3,5.56,0,0,0,0
"January 12, 2024","January 12, 2024",20,19,Beaches-East York,4,3,1,5.64,0,0,1,0
"January 12, 2024","January 12, 2024",20,20,Scarborough Southwest,1,3,1,5.53,0,0,0,0
"January 12, 2024","January 12, 2024",20,21,Scarborough Centre,3,2,1,5.86,0,0,0,0
"January 12, 2024","January 12, 2024",20,22,Scarborough-Agincourt,3,1,1,5.96,0,0,0,0
"January 12, 2024","January 12, 2024",20,23,Scarborough North,4,3,2.2,5.37,0,0,0,0
"January 12, 2024","January 12, 2024",20,24,Scarborough-Guildwood,4,0,1,4.91,1,10,0,0
"January 12, 2024","January 12, 2024",20,25,Scarborough-Rouge Park,2,1,1,5.54,0,0,0,0
"January 12, 2024","January 12, 2024",21,1,Etobicoke North,13,9,9,4.79,3,28,0,1
"January 12, 2024","January 12, 2024",21,2,Etobicoke Centre,12,6,6.4,5.13,1,18,0,1
"January 12, 2024","January 12, 2024",21,3,Etobicoke-Lakeshore,13,11,10,6.2,2,28,0,2
"January 12, 2024","January 12, 2024",21,4,Parkdale-High Park,22,17,10,5.81,5,31,1,2
"January 12, 2024","January 12, 2024",21,5,York South-Weston,12,9,7.8,5.6,1,24,0,0
"January 12, 2024","January 12, 2024",21,6,York Centre,10,8,7.2,5.52,1,23,0,1
"January 12, 2024","January 12, 2024",21,7,Humber River-Black Creek,13,8,8.4,6.05,2,25,0,1
"January 12, 2024","January 12, 2024",21,8,Eglinton-Lawrence,9,6,8.6,6.17,2,25,0,1
"January 12, 2024","January 12, 2024",21,9,Davenport,14,14,7.9,5.86,2,23,0,2
"January 12, 2024","January 12, 2024",21,10,Spadina-Fort York,18,12,10,6.4,3,33,1,1
"January 12, 2024","January 12, 2024",21,11,University-Rosedale,19,15,10,5.04,3,20,1,2
"January 12, 2024","January 12, 2024",21,12,Toronto-St. Paul's,9,8,7.2,6.18,1,23,0,2
"January 12, 2024","January 12, 2024",21,13,Toronto Centre,17,12,10,6.7,4,33,1,2
"January 12, 2024","January 12, 2024",21,14,Toronto-Danforth,19,12,10,6.05,4,27,1,3
"January 12, 2024","January 12, 2024",21,15,Don Valley West,15,10,5.5,4.41,2,24,0,2
"January 12, 2024","January 12, 2024",21,16,Don Valley East,15,8,6.9,7.33,2,18,0,1
"January 12, 2024","January 12, 2024",21,17,Don Valley North,10,7,9.3,6.43,1,27,0,2
"January 12, 2024","January 12, 2024",21,18,Willowdale,15,7,7.8,4.59,2,25,0,1
"January 12, 2024","January 12, 2024",21,19,Beaches-East York,14,12,10,5.47,2,31,1,2
"January 12, 2024","January 12, 2024",21,20,Scarborough Southwest,12,10,8.8,4.79,2,25,0,1
"January 12, 2024","January 12, 2024",21,21,Scarborough Centre,10,9,8.2,5.66,2,18,0,2
"January 12, 2024","January 12, 2024",21,22,Scarborough-Agincourt,11,7,6,5.68,2,20,0,1
"January 12, 2024","January 12, 2024",21,23,Scarborough North,13,5,6.7,6.34,2,21,0,2
"January 12, 2024","January 12, 2024",21,24,Scarborough-Guildwood,11,6,7.3,6.71,2,27,0,1
"January 12, 2024","January 12, 2024",21,25,Scarborough-Rouge Park,10,8,8.7,5.16,4,24,0,2
"January 12, 2024","January 12, 2024",22,1,Etobicoke North,11,10,6.7,5.54,1,25,0,2
"January 12, 2024","January 12, 2024",22,2,Etobicoke Centre,10,11,9.9,5.84,2,28,0,1
"January 12, 2024","January 12, 2024",22,3,Etobicoke-Lakeshore,18,11,8,4.96,2,21,0,1
"January 12, 2024","January 12, 2024",22,4,Parkdale-High Park,20,18,10,6.41,3,26,1,3
"January 12, 2024","January 12, 2024",22,5,York South-Weston,10,8,9.5,5.22,3,25,0,1
"January 12, 2024","January 12, 2024",22,6,York Centre,10,7,5.4,6.43,3,22,0,1
"January 12, 2024","January 12, 2024",22,7,Humber River-Black Creek,12,10,7.7,5.27,2,28,0,1
"January 12, 2024","January 12, 2024",22,8,Eglinton-Lawrence,14,10,4.6,4.67,1,15,0,1
"January 12, 2024","January 12, 2024",22,9,Davenport,17,6,10,5.74,0,0,0,0
"January 12, 2024","January 12, 2024",22,10,Spadina-Fort York,14,11,10,5.7,3,33,1,2
"January 12, 2024","January 12, 2024",22,11,University-Rosedale,21,11,10,5.12,3,26,1,2
"January 12, 2024","January 12, 2024",22,12,Toronto-St. Paul's,8,9,10,5.28,2,30,0,1
"January 12, 2024","January 12, 2024",22,13,Toronto Centre,14,11,10,5.59,2,27,1,2
"January 12, 2024","January 12, 2024",22,14,Toronto-Danforth,16,15,10,5.41,2,27,1,2
"January 12, 2024","January 12, 2024",22,15,Don Valley West,14,10,8,5.61,1,28,0,1
"January 12, 2024","January 12, 2024",22,16,Don Valley East,17,6,10,6.42,1,25,0,1
"January 12, 2024","January 12, 2024",22,17,Don Valley North,10,9,5.4,4.95,2,21,0,1
"January 12, 2024","January 12, 2024",22,18,Willowdale,9,6,7.5,4.76,1,22,0,1
"January 12, 2024","January 12, 2024",22,19,Beaches-East York,15,11,10,6.59,2,32,1,2
"January 12, 2024","January 12, 2024",22,20,Scarborough Southwest,11,8,6.7,6.17,3,23,0,1
"January 12, 2024","January 12, 2024",22,21,Scarborough Centre,15,7,5.1,4.19,1,20,0,2
"January 12, 2024","January 12, 2024",22,22,Scarborough-Agincourt,11,7,5.4,5.68,1,17,0,2
"January 12, 2024","January 12, 2024",22,23,Scarborough North,14,6,7.4,5.23,2,24,0,2
"January 12, 2024","January 12, 2024",22,24,Scarborough-Guildwood,15,9,4.5,6.15,1,21,0,1
"January 12, 2024","January 12, 2024",22,25,Scarborough-Rouge Park,13,7,7.1,5.9,2,19,0,1
"January 12, 2024","January 12, 2024",23,1,Etobicoke North,8,7,5.3,5.82,2,19,0,1
"January 12, 2024","January 12, 2024",23,2,Etobicoke Centre,11,5,8.7,5.82,2,17,0,1
"January 12, 2024","January 12, 2024",23,3,Etobicoke-Lakeshore,17,12,8.9,5.48,2,31,0,1
"January 12, 2024","January 12, 2024",23,4,Parkdale-High Park,16,15,10,5.57,4,25,1,3
"January 12, 2024","January 12, 2024",23,5,York South-Weston,13,9,8.4,5.01,3,21,0,1
"January 12, 2024","January 12, 2024",23,6,York Centre,11,7,10,6.31,1,25,0,1
"January 12, 2024","January 12, 2024",23,7,Humber River-Black Creek,11,6,10,5.87,2,26,0,1
"January 12, 2024","January 12, 2024",23,8,Eglinton-Lawrence,13,12,8,4.93,2,25,0,1
"January 12, 2024","January 12, 2024",23,9,Davenport,18,11,10,5.5,3,26,0,1
"January 12, 2024","January 12, 2024",23,10,Spadina-Fort York,18,12,8.4,5.56,2,28,1,1
"January 12, 2024","January 12, 2024",23,11,University-Rosedale,17,12,10,6.25,3,21,1,2
"January 12, 2024","January 12, 2024",23,12,Toronto-St. Paul's,13,6,8.5,5.06,3,30,0,0
"January 12, 2024","January 12, 2024",23,13,Toronto Centre,12,13,10,6.07,3,33,1,2
"January 12, 2024","January 12, 2024",23,14,Toronto-Danforth,17,13,10,5.56,2,34,1,2
"January 12, 2024","January 12, 2024",23,15,Don Valley West,12,11,7.2,6.16,2,23,0,2
"January 12, 2024","January 12, 2024",23,16,Don Valley East,11,9,6.9,4.92,3,29,0,3
"January 12, 2024","January 12, 2024",23,17,Don Valley North,10,7,7.2,6.23,1,29,0,1
"January 12, 2024","January 12, 2024",23,18,Willowdale,12,7,5.6,6.37,1,14,0,2
"January 12, 2024","January 12, 2024",23,19,Beaches-East York,20,11,10,5.4,3,26,1,2
"January 12, 2024","January 12, 2024",23,20,Scarborough Southwest,12,8,9.7,5.33,2,19,0,2
"January 12, 2024","January 12, 2024",23,21,Scarborough Centre,10,8,7,4.82,2,25,0,1
"January 12, 2024","January 12, 2024",23,22,Scarborough-Agincourt,7,7,7.7,6.15,2,23,0,1
"January 12, 2024","January 12, 2024",23,23,Scarborough North,12,8,5.2,4.93,3,31,0,1
"January 12, 2024","January 12, 2024",23,24,Scarborough-Guildwood,13,10,6.3,5.48,2,26,0,0
"January 12, 2024","January 12, 2024",23,25,Scarborough-Rouge Park,12,9,7.8,5.3,1,18,0,0
"January 13, 2024","January 13, 2024",0,1,Etobicoke North,17,11,10,5.87,3,22,0,3
"January 13, 2024","January 13, 2024",0,2,Etobicoke Centre,16,10,9.7,5.84,2,20,0,2
"January 13, 2024","January 13, 2024",0,3,Etobicoke-Lakeshore,22,12,10,5.73,2,26,0,3
"January 13, 2024","January 13, 2024",0,4,Parkdale-High Park,29,16,10,6.6,5,26,0,4
"January 13, 2024","January 13, 2024",0,5,York South-Weston,12,10,7.4,5.43,4,17,0,1
"January 13, 2024","January 13, 2024",0,6,York Centre,16,10,10,5.16,2,22,0,1
"January 13, 2024","January 13, 2024",0,7,Humber River-Black Creek,11,10,9.4,5.63,2,22,0,1
"January 13, 2024","January 13, 2024",0,8,Eglinton-Lawrence,17,13,10,5.41,3,30,0,1
"January 13, 2024","January 13, 2024",0,9,Davenport,22,16,10,5.6,3,23,0,2
"January 13, 2024","January 13, 2024",0,10,Spadina-Fort York,24,12,10,4.74,4,23,0,2
"January 13, 2024","January 13, 2024",0,11,University-Rosedale,25,20,10,6.3,4,21,0,3
"January 13, 2024","January 13, 2024",0,12,Toronto-St. Paul's,18,13,9.3,5.4,3,24,0,2
"January 13, 2024","January 13, 2024",0,13,Toronto Centre,23,19,10,6.17,3,23,0,2
"January 13, 2024","January 13, 2024",0,14,Toronto-Danforth,24,17,10,6.07,6,27,0,3
"January 13, 2024","January 13, 2024",0,15,Don Valley West,15,13,10,5.46,2,24,0,3
"January 13, 2024","January 13, 2024",0,16,Don Valley East,16,9,9.6,5.05,3,25,0,2
"January 13, 2024","January 13, 2024",0,17,Don Valley North,17,10,10,6.43,3,21,0,2
"January 13, 2024","January 13, 2024",0,18,Willowdale,18,14,10,6.02,3,26,0,1
"January 13, 2024","January 13, 2024",0,19,Beaches-East York,21,14,10,5.75,4,26,0,2
"January 13, 2024","January 13, 2024",0,20,Scarborough Southwest,21,11,7.3,4.81,2,25,0,1
"January 13, 2024","January 13, 2024",0,21,Scarborough Centre,15,12,10,4.94,3,25,0,2
"January 13, 2024","January 13, 2024",0,22,Scarborough-Agincourt,13,11,10,4.96,2,27,0,0
"January 13, 2024","January 13, 2024",0,23,Scarborough North,15,12,10,5.98,2,25,0,2
"January 13, 2024","January 13, 2024",0,24,Scarborough-Guildwood,14,10,10,5.69,3,30,0,1
"January 13, 2024","January 13, 2024",0,25,Scarborough-Rouge Park,15,10,10,5.63,2,24,0,2
"January 13, 2024","January 13, 2024",1,1,Etobicoke North,16,9,8.4,4.81,3,24,0,2
"January 13, 2024","January 13, 2024",1,2,Etobicoke Centre,16,12,9.7,5.98,2,27,0,2
"January 13, 2024","January 13, 2024",1,3,Etobicoke-Lakeshore,20,14,10,6.29,4,30,0,3
"January 13, 2024","January 13, 2024",1,4,Parkdale-High Park,31,17,10,5.86,6,34,0,4
"January 13, 2024","January 13, 2024",1,5,York South-Weston,15,14,10,5.38,2,28,0,2
"January 13, 2024","January 13, 2024",1,6,York Centre,17,13,10,5.62,1,33,0,1
"January 13, 2024","January 13, 2024",1,7,Humber River-Black Creek,19,15,10,5.5,3,30,0,2
"January 13, 2024","January 13, 2024",1,8,Eglinton-Lawrence,14,9,10,4.94,2,24,0,2
"January 13, 2024","January 13, 2024",1,9,Davenport,22,18,10,5.31,3,25,0,2
"January 13, 2024","January 13, 2024",1,10,Spadina-Fort York,20,15,10,5.31,4,23,0,3
"January 13, 2024","January 13, 2024",1,11,University-Rosedale,27,18,10,5.77,5,29,0,3
"January 13, 2024","January 13, 2024",1,12,Toronto-St. Paul's,16,8,10,5.96,3,23,0,2
"January 13, 2024","January 13, 2024",1,13,Toronto Centre,19,15,10,5.27,2,19,0,4
"January 13, 2024","January 13, 2024",1,14,Toronto-Danforth,23,17,10,7.32,4,29,0,4
"January 13, 2024","January 13, 2024",1,15,Don Valley West,14,11,10,5.09,3,26,0,2
"January 13, 2024","January 13, 2024",1,16,Don Valley East,16,13,10,5.64,3,28,0,3
"January 13, 2024","January 13, 2024",1,17,Don Valley North,13,12,10,5.71,2,29,0,2
"January 13, 2024","January 13, 2024",1,18,Willowdale,16,10,9.3,5.56,2,34,0,2
"January 13, 2024","January 13, 2024",1,19,Beaches-East York,20,14,10,5.98,3,27,0,2
"January 13, 2024","January 13, 2024",1,20,Scarborough Southwest,15,10,8.8,6.01,3,21,0,2
"January 13, 2024","January 13, 2024",1,21,Scarborough Centre,15,13,9.5,6.44,1,31,0,3
"January 13, 2024","January 13, 2024",1,22,Scarborough-Agincourt,16,13,10,5.87,0,0,0,1
"January 13, 2024","January 13, 2024",1,23,Scarborough North,14,16,9.7,6.01,3,23,0,2
"January 13, 2024","January 13, 2024",1,24,Scarborough-Guildwood,18,10,10,4.67,3,31,0,2
"January 13, 2024","January 13, 2024",1,25,Scarborough-Rouge Park,17,10,9.6,5.98,1,28,0,3
"January 13, 2024","January 13, 2024",2,1,Etobicoke North,16,8,9.9,5.64,2,24,0,1
"January 13, 2024","January 13, 2024",2,2,Etobicoke Centre,13,11,10,5.49,2,32,0,2
"January 13, 2024","January 13, 2024",2,3,Etobicoke-Lakeshore,18,14,9.4,5.52,4,31,0,2
"January 13, 2024","January 13, 2024",2,4,Parkdale-High Park,30,19,10,4.97,5,25,0,4
"January 13, 2024","January 13, 2024",2,5,York South-Weston,17,10,10,6.09,2,25,0,2
"January 13, 2024","January 13, 2024",2,6,York Centre,19,11,10,5.56,3,25,0,2
"January 13, 2024","January 13, 2024",2,7,Humber River-Black Creek,16,10,10,6.23,0,0,0,1
"January 13, 2024","January 13, 2024",2,8,Eglinton-Lawrence,15,13,9.7,6.01,1,23,0,2
"January 13, 2024","January 13, 2024",2,9,Davenport,25,15,10,5.8,4,25,0,2
"January 13, 2024","January 13, 2024",2,10,Spadina-Fort York,18,15,10,5.57,3,21,0,2
"January 13, 2024","January 13, 2024",2,11,University-Rosedale,25,16,10,5.91,5,32,0,3
"January 13, 2024","January 13, 2024",2,12,Toronto-St. Paul's,14,9,9.9,5.82,2,31,0,2
"January 13, 2024","January 13, 2024",2,13,Toronto Centre,20,16,10,6.28,4,33,0,3
"January 13, 2024","January 13, 2024",2,14,Toronto-Danforth,28,14,10,4.99,4,28,0,3
"January 13, 2024","January 13, 2024",2,15,Don Valley West,14,9,10,5.28,3,36,0,2
"January 13, 2024","January 13, 2024",2,16,Don Valley East,16,10,10,6.37,3,29,0,2
"January 13, 2024","January 13, 2024",2,17,Don Valley North,14,11,10,6.59,2,24,0,2
"January 13, 2024","January 13, 2024",2,18,Willowdale,14,10,8.4,4.53,2,23,0,2
"January 13, 2024","January 13, 2024",2,19,Beaches-East York,18,15,10,6.12,3,29,0,3
"January 13, 2024","January 13, 2024",2,20,Scarborough Southwest,12,11,10,4.96,4,26,0,3
"January 13, 2024","January 13, 2024",2,21,Scarborough Centre,16,7,10,6.07,3,26,0,1
"January 13, 2024","January 13, 2024",2,22,Scarborough-Agincourt,16,11,10,4.21,4,30,0,3
"January 13, 2024","January 13, 2024",2,23,Scarborough North,15,13,9.2,5.58,3,25,0,1
"January 13, 2024","January 13, 2024",2,24,Scarborough-Guildwood,18,10,10,5.25,1,19,0,2
"January 13, 2024","January 13, 2024",2,25,Scarborough-Rouge Park,19,10,9.9,6.26,3,24,0,3
"January 13, 2024","January 13, 2024",3,1,Etobicoke North,17,12,10,4.69,2,29,0,2
"January 13, 2024","January 13, 2024",3,2,Etobicoke Centre,16,9,6.4,5.04,2,22,0,1
"January 13, 2024","January 13, 2024",3,3,Etobicoke-Lakeshore,19,13,10,5.4,3,27,0,2
"January 13, 2024","January 13, 2024",3,4,Parkdale-High Park,27,22,10,6.09,5,19,0,3
"January 13, 2024","January 13, 2024",3,5,York South-Weston,14,10,10,5.68,2,32,0,1
"January 13, 2024","January 13, 2024",3,6,York Centre,14,11,10,6.31,1,28,0,2
"January 13, 2024","January 13, 2024",3,7,Humber River-Black Creek,16,12,6.5,5.59,2,16,0,2
"January 13, 2024","January 13, 2024",3,8,Eglinton-Lawrence,18,12,9.7,5.92,2,29,0,1
"January 13, 2024","January 13, 2024",3,9,Davenport,23,15,10,6.15,3,29,0,2
"January 13, 2024","January 13, 2024",3,10,Spadina-Fort York,20,15,10,5.5,4,33,0,2
"January 13, 2024","January 13, 2024",3,11,University-Rosedale,26,19,10,6.16,5,31,0,2
"January 13, 2024","January 13, 2024",3,12,Toronto-St. Paul's,16,13,10,4.86,3,23,0,2
"January 13, 2024","January 13, 2024",3,13,Toronto Centre,24,16,10,5.54,4,25,0,4
"January 13, 2024","January 13, 2024",3,14,Toronto-Danforth,21,16,10,7.05,3,28,0,3
"January 13, 2024","January 13, 2024",3,15,Don Valley West,18,9,10,4.6,2,26,0,2
"January 13, 2024","January 13, 2024",3,16,Don Valley East,19,14,10,6.21,2,27,0,2
"January 13, 2024","January 13, 2024",3,17,Don Valley North,18,12,10,5.09,2,25,0,1
"January 13, 2024","January 13, 2024",3,18,Willowdale,14,10,8.9,5.68,2,23,0,2
"January 13, 2024","January 13, 2024",3,19,Beaches-East York,16,13,10,6.32,4,30,0,2
"January 13, 2024","January 13, 2024",3,20,Scarborough Southwest,19,11,8.5,6.15,4,29,0,2
"January 13, 2024","January 13, 2024",3,21,Scarborough Centre,17,10,10,5.17,3,24,0,1
"January 13, 2024","January 13, 2024",3,22,Scarborough-Agincourt,15,12,10,5.87,3,22,0,2
"January 13, 2024","January 13, 2024",3,23,Scarborough North,16,10,10,6.18,3,25,0,2
"January 13, 2024","January 13, 2024",3,24,Scarborough-Guildwood,21,12,10,5.53,3,27,0,2
"January 13, 2024","January 13, 2024",3,25,Scarborough-Rouge Park,15,10,10,5.43,3,26,0,2
"January 13, 2024","January 13, 2024",4,1,Etobicoke North,0,0,3.2,6.81,1,17,0,1
"January 13, 2024","January 13, 2024",4,2,Etobicoke Centre,1,2,1.8,5.25,0,0,0,0
"January 13, 2024","January 13, 2024",4,3,Etobicoke-Lakeshore,3,1,5.8,6.34,0,0,0,0
"January 13, 2024","January 13, 2024",4,4,Parkdale-High Park,6,2,1,5.26,1,12,0,1
"January 13, 2024","January 13, 2024",4,5,York South-Weston,0,0,3.3,4.7,0,0,0,0
"January 13, 2024","January 13, 2024",4,6,York Centre,2,2,2.1,6.61,0,0,0,0
"January 13, 2024","January 13, 2024",4,7,Humber River-Black Creek,5,0,1.6,5.22,0,0,0,0
"January 13, 2024","January 13, 2024",4,8,Eglinton-Lawrence,3,2,1,6.44,0,0,0,0
"January 13, 2024","January 13, 2024",4,9,Davenport,5,0,5.6,5.9,0,0,0,1
"January 13, 2024","January 13, 2024",4,10,Spadina-Fort York,2,2,2.4,5.61,1,6,0,1
"January 13, 2024","January 13, 2024",4,11,University-Rosedale,4,1,4.3,5.01,2,16,0,0
"January 13, 2024","January 13, 2024",4,12,Toronto-St. Paul's,2,1,1.9,5.88,0,0,0,0
"January 13, 2024","January 13, 2024",4,13,Toronto Centre,3,2,2.8,5.29,0,0,0,0
"January 13, 2024","January 13, 2024",4,14,Toronto-Danforth,4,3,1,5.29,0,0,0,1
"January 13, 2024","January 13, 2024",4,15,Don Valley West,3,3,4.1,6.67,0,0,0,0
"January 13, 2024","January 13, 2024",4,16,Don Valley East,0,5,2.9,5.89,0,0,0,0
"January 13, 2024","January 13, 2024",4,17,Don Valley North,0,2,4,6.05,0,0,0,1
"January 13, 2024","January 13, 2024",4,18,Willowdale,4,0,1,5.34,1,21,0,0
"January 13, 2024","January 13, 2024",4,19,Beaches-East York,6,4,2,5.31,1,15,0,1
"January 13, 2024","January 13, 2024",4,20,Scarborough Southwest,2,1,1,6.03,0,0,0,0
"January 13, 2024","January 13, 2024",4,21,Scarborough Centre,2,3,2.8,5.76,0,0,0,0
"January 13, 2024","January 13, 2024",4,22,Scarborough-Agincourt,4,1,3.8,5.55,0,0,0,1
"January 13, 2024","January 13, 2024",4,23,Scarborough North,0,3,2.3,5.99,1,12,0,0
"January 13, 2024","January 13, 2024",4,24,Scarborough-Guildwood,3,2,3.3,6.64,2,10,0,0
"January 13, 2024","January 13, 2024",4,25,Scarborough-Rouge Park,5,2,2.5,5.08,0,0,0,0
"January 13, 2024","January 13, 2024",5,1,Etobicoke North,6,1,4.4,4.66,0,0,0,0
"January 13, 2024","January 13, 2024",5,2,Etobicoke Centre,3,3,2.9,5.87,0,0,0,0
"January 13, 2024","January 13, 2024",5,3,Etobicoke-Lakeshore,4,3,1.2,5.59,0,0,0,0
"January 13, 2024","January 13, 2024",5,4,Parkdale-High Park,6,0,3.3,6.35,0,0,0,0
"January 13, 2024","January 13, 2024",5,5,York South-Weston,4,2,1,5.91,0,0,0,0
"January 13, 2024","January 13, 2024",5,6,York Centre,3,2,1,6.54,0,0,0,0
"January 13, 2024","January 13, 2024",5,7,Humber River-Black Creek,1,0,4.6,6.37,1,15,0,0
"January 13, 2024","January 13, 2024",5,8,Eglinton-Lawrence,0,3,4.7,6.63,0,0,0,0
"January 13, 2024","January 13, 2024",5,9,Davenport,7,4,2.4,6.77,1,18,0,0
"January 13, 2024","January 13, 2024",5,10,Spadina-Fort York,5,3,2.7,5.14,1,10,0,0
"January 13, 2024","January 13, 2024",5,11,University-Rosedale,3,1,1,5.68,0,0,0,0
"January 13, 2024","January 13, 2024",5,12,Toronto-St. Paul's,2,0,2.2,5.63,0,0,0,0
